Date_time,VIX,SP500,US Treasury securities
2024-03-26,11.64,5228.85,5.5
2024-03-27,11.04,5226.31,5.5
2024-03-28,11.06,5248.03,5.49
2024-04-01,13.1,5257.97,5.49
2024-04-02,14.43,5204.29,5.49
2024-04-03,14.78,5194.37,5.47
2024-04-04,13.0,5244.05,5.47
2024-04-05,16.75,5158.95,5.47
2024-04-08,16.17,5211.37,5.48
2024-04-09,14.66,5217.03,5.48
2024-04-10,16.17,5167.88,5.49
2024-04-11,15.9,5172.95,5.48
2024-04-12,17.62,5171.51,5.48
2024-04-15,16.85,5149.67,5.49
2024-04-16,20.57,5064.59,5.49
2024-04-17,18.9,5068.97,5.49
2024-04-18,17.85,5031.52,5.49
2024-04-19,19.49,5005.44,5.49
2024-04-22,19.02,4987.33,5.49
2024-04-23,17.32,5028.85,5.49
2024-04-24,16.6,5084.86,5.49
2024-04-25,17.55,5019.88,5.48
2024-04-26,16.07,5084.65,5.48
2024-04-29,15.76,5114.13,5.48
2024-04-30,15.86,5103.78,5.48
2024-05-01,17.21,5029.03,5.47
2024-05-02,15.6,5049.32,5.51
2024-05-03,13.29,5122.78,5.51
2024-05-06,13.62,5142.42,5.51
2024-05-07,13.34,5187.2,5.51
2024-05-08,13.58,5168.98,5.51
2024-05-09,12.88,5189.03,5.51
2024-05-10,12.28,5225.49,5.51
2024-05-13,13.55,5233.08,5.5
2024-05-14,13.84,5221.1,5.5
2024-05-15,12.45,5263.26,5.49
2024-05-16,11.35,5310.07,5.51
2024-05-17,10.87,5303.1,5.5
2024-05-20,10.84,5305.35,5.5
2024-05-21,11.07,5298.69,5.5
2024-05-22,10.61,5319.28,5.49
2024-05-23,9.81,5340.26,5.51
2024-05-24,10.57,5281.45,5.56
2024-05-28,11.53,5315.91,5.5
2024-05-29,13.26,5278.73,5.5
2024-05-30,13.73,5259.77,5.48
2024-05-31,13.22,5243.21,5.48
2024-06-03,13.83,5297.15,5.49
2024-06-04,14.92,5278.24,5.48
2024-06-05,14.35,5314.48,5.48
2024-06-06,13.93,5357.8,5.48
2024-06-07,13.84,5343.81,5.47
2024-06-10,13.69,5341.22,5.47
2024-06-11,13.34,5353.0,5.46
2024-06-12,11.66,5409.13,5.47
2024-06-13,10.64,5441.93,5.47
2024-06-14,11.41,5424.08,5.47
2024-06-17,12.88,5431.11,5.45
2024-06-18,11.72,5476.15,5.4
2024-06-20,11.87,5499.99,5.42
2024-06-21,12.59,5466.77,5.42
2024-06-24,12.65,5459.58,5.42
2024-06-25,11.9,5460.73,5.43
2024-06-26,11.76,5460.71,5.44
2024-06-27,10.91,5473.59,5.48
2024-06-28,10.89,5488.48,5.47
2024-07-01,12.0,5471.08,5.48
2024-07-02,11.55,5461.84,5.48
2024-07-03,10.74,5507.44,5.49
2024-07-05,11.24,5537.91,5.48
2024-07-08,11.77,5572.75,5.48
2024-07-09,11.31,5584.24,5.45
2024-07-10,11.26,5591.26,5.46
2024-07-11,11.39,5635.21,5.48
2024-07-12,11.06,5590.76,5.47
2024-07-15,12.08,5638.16,5.48
2024-07-16,12.26,5644.09,5.48
2024-07-17,12.83,5610.07,5.47
2024-07-18,13.57,5608.56,5.48
2024-07-19,15.71,5543.37,5.48
2024-07-22,16.5,5544.54,5.49
2024-07-23,15.16,5565.3,5.49
2024-07-24,15.59,5505.84,5.5
2024-07-25,19.78,5428.7,5.49
2024-07-26,18.63,5433.67,5.49
2024-07-29,18.27,5476.55,5.5
2024-07-30,17.57,5478.73,5.5
2024-07-31,17.34,5505.59,5.49
2024-08-01,16.47,5537.84,5.55
2024-08-02,22.78,5376.63,5.54
2024-08-05,76.04,5151.14,5.52
2024-08-06,34.9,5206.42,5.5
2024-08-07,23.12,5293.13,5.5
2024-08-08,27.58,5252.57,5.55
2024-08-09,24.33,5314.66,5.54
2024-08-12,21.6,5351.88,5.53
2024-08-13,20.74,5376.98,5.48
2024-08-14,17.87,5442.36,5.49
2024-08-15,14.86,5501.13,5.53
2024-08-16,14.78,5530.5,5.53
2024-08-19,15.45,5557.23,5.51
2024-08-20,14.79,5602.88,5.48
2024-08-21,16.26,5603.09,5.45
2024-08-22,15.38,5637.77,5.51
2024-08-23,16.1,5602.49,5.51
2024-08-26,15.32,5639.66,5.49
2024-08-27,15.69,5602.89,5.49
2024-08-28,14.78,5624.51,5.47
2024-08-29,14.81,5607.3,5.4
2024-08-30,13.7,5612.74,5.41
2024-09-03,16.18,5623.89,5.38
2024-09-04,22.49,5506.68,5.33
2024-09-05,20.42,5520.08,5.3
2024-09-06,18.5,5507.33,5.28
2024-09-09,22.07,5442.07,5.25
2024-09-10,19.5,5490.51,5.18
2024-09-11,19.35,5496.42,5.21
2024-09-12,18.12,5557.48,5.18
2024-09-13,17.12,5603.34,5.15
2024-09-16,17.57,5615.21,5.11
2024-09-17,17.38,5655.51,5.05
2024-09-18,19.42,5641.68,4.91
2024-09-19,15.42,5702.63,4.89
2024-09-20,14.36,5709.64,4.87
2024-09-23,15.35,5711.9,4.85
2024-09-24,14.82,5727.66,4.78
2024-09-25,14.31,5733.65,4.79
2024-09-26,14.4,5762.22,4.9
2024-09-27,14.65,5755.36,4.9
2024-09-30,17.19,5726.52,4.93
2024-10-01,17.04,5757.73,4.96
2024-10-02,20.51,5698.14,4.92
2024-10-03,19.79,5698.19,4.99
2024-10-04,18.26,5737.48,5.01
2024-10-07,18.48,5737.8,5.0
2024-10-08,19.09,5719.14,4.96
2024-10-09,17.64,5751.8,4.93
2024-10-10,16.33,5778.36,4.98
2024-10-11,15.18,5775.09,4.97
2024-10-14,15.4,5829.81,4.97
2024-10-15,14.51,5866.74,4.93
2024-10-16,15.3,5816.58,4.91
2024-10-17,14.39,5875.62,4.93
2024-10-18,14.22,5859.43,4.92
2024-10-21,15.1,5857.82,4.92
2024-10-22,15.65,5832.7,4.89
2024-10-23,15.26,5834.5,4.88
2024-10-24,16.91,5817.8,4.87
2024-10-25,16.62,5826.75,4.89
2024-10-28,20.22,5833.93,4.88
2024-10-29,22.33,5819.68,4.88
2024-10-30,22.96,5832.65,4.87
2024-10-31,25.05,5775.34,4.76
2024-11-01,24.91,5723.22,4.75
2024-11-04,26.44,5725.15,4.75
2024-11-05,25.91,5722.43,4.72
2024-11-06,16.37,5864.89,4.68
2024-11-07,14.87,5947.21,4.69
2024-11-08,13.35,5976.76,4.7
2024-11-11,14.95,6008.86,4.7
2024-11-12,14.49,6003.6,4.7
2024-11-13,14.09,5985.75,4.69
2024-11-14,12.87,5989.68,4.7
2024-11-15,13.49,5912.79,4.7
2024-11-18,16.14,5874.17,4.7
2024-11-19,15.86,5870.05,4.67
2024-11-20,14.21,5914.34,4.68
2024-11-21,13.41,5940.58,4.72
2024-11-22,13.83,5944.36,4.72
2024-11-25,13.21,5992.28,4.74
2024-11-26,12.55,6000.03,4.74
2024-11-27,12.04,6014.11,4.76
2024-11-29,12.12,6003.98,4.76
2024-12-02,12.74,6040.11,4.75
2024-12-03,12.25,6042.97,4.66
2024-12-04,11.83,6069.39,4.65
2024-12-05,11.86,6089.03,4.59
2024-12-06,11.02,6081.38,4.57
2024-12-09,12.15,6083.01,4.56
2024-12-10,13.17,6057.59,4.53
2024-12-11,12.67,6060.15,4.49
2024-12-12,11.89,6074.29,4.43
2024-12-13,11.05,6068.17,4.43
2024-12-16,11.46,6063.79,4.43
2024-12-17,12.8,6052.55,4.46
2024-12-18,12.9,6047.65,4.44
2024-12-19,20.55,5912.71,4.42
2024-12-20,22.41,5842.0,4.43
2024-12-23,17.34,5940.25,4.44
2024-12-24,14.98,5984.63,4.44
2024-12-26,12.63,6024.97,4.45
2024-12-27,13.4,6006.17,4.44
2024-12-30,16.98,5920.67,4.43
2024-12-31,15.63,5919.74,4.4
