Date_time,VIX,SP500,US Treasury securities
2021-06-16,15.81,4248.87,0.04
2021-06-17,17.05,4220.37,0.05
2021-06-18,20.96,4204.78,0.05
2021-06-21,20.14,4173.4,0.04
2021-06-22,16.43,4224.61,0.04
2021-06-23,14.33,4249.27,0.04
2021-06-24,12.78,4256.97,0.05
2021-06-25,12.68,4274.45,0.05
2021-06-28,11.86,4284.9,0.04
2021-06-29,11.57,4293.21,0.04
2021-06-30,12.77,4290.65,0.05
2021-07-01,11.44,4300.73,0.05
2021-07-02,10.69,4326.6,0.05
2021-07-06,12.75,4356.46,0.05
2021-07-07,13.62,4351.01,0.05
2021-07-08,18.65,4321.07,0.06
2021-07-09,15.21,4329.38,0.06
2021-07-12,13.02,4372.41,0.05
2021-07-13,14.17,4381.07,0.05
2021-07-14,13.47,4380.11,0.06
2021-07-15,15.02,4369.02,0.05
2021-07-16,13.3,4367.43,0.05
2021-07-19,16.27,4296.4,0.05
2021-07-20,22.15,4265.11,0.05
2021-07-21,16.75,4331.13,0.04
2021-07-22,14.79,4361.27,0.04
2021-07-23,13.01,4381.2,0.05
2021-07-26,12.83,4409.58,0.05
2021-07-27,15.39,4416.38,0.04
2021-07-28,15.91,4402.95,0.04
2021-07-29,13.86,4403.59,0.05
2021-07-30,15.37,4395.12,0.05
2021-08-02,15.43,4406.86,0.05
2021-08-03,15.66,4392.74,0.05
2021-08-04,14.91,4415.95,0.05
2021-08-05,13.77,4408.86,0.05
2021-08-06,12.66,4429.07,0.04
2021-08-09,13.18,4437.77,0.04
2021-08-10,12.75,4435.79,0.05
2021-08-11,12.52,4442.18,0.05
2021-08-12,12.4,4446.08,0.05
2021-08-13,11.65,4464.84,0.04
2021-08-16,14.6,4461.65,0.04
2021-08-17,15.43,4462.12,0.03
2021-08-18,17.03,4440.94,0.03
2021-08-19,23.33,4382.44,0.04
2021-08-20,21.1,4410.56,0.04
2021-08-23,15.49,4450.29,0.04
2021-08-24,14.15,4484.4,0.03
2021-08-25,14.02,4490.45,0.04
2021-08-26,14.21,4493.75,0.04
2021-08-27,17.11,4474.1,0.04
2021-08-30,12.39,4513.76,0.04
2021-08-31,12.55,4529.75,0.03
2021-09-01,12.46,4528.8,0.04
2021-09-02,11.81,4534.48,0.05
2021-09-03,13.29,4532.42,0.04
2021-09-07,11.66,4535.38,0.04
2021-09-08,16.34,4518.09,0.05
2021-09-09,15.39,4513.02,0.07
2021-09-10,13.72,4506.92,0.06
2021-09-13,22.53,4474.81,0.06
2021-09-14,18.13,4479.33,0.05
2021-09-15,19.0,4447.49,0.04
2021-09-16,17.45,4477.09,0.06
2021-09-17,16.93,4469.74,0.06
2021-09-20,19.67,4402.95,0.06
2021-09-21,24.87,4374.45,0.05
2021-09-22,23.04,4367.43,0.04
2021-09-23,17.93,4406.75,0.05
2021-09-24,18.95,4438.04,0.06
2021-09-27,15.35,4442.12,0.06
2021-09-28,19.72,4419.54,0.07
2021-09-29,23.6,4362.41,0.05
2021-09-30,21.77,4370.67,0.07
2021-10-01,23.03,4317.16,0.08
2021-10-04,19.41,4348.84,0.09
2021-10-05,22.3,4309.87,0.1
2021-10-06,22.28,4319.57,0.06
2021-10-07,18.69,4383.73,0.03
2021-10-08,18.11,4406.51,0.02
2021-10-11,16.73,4385.44,0.02
2021-10-12,19.15,4368.31,0.03
2021-10-13,18.43,4358.01,0.03
2021-10-14,15.77,4386.75,0.05
2021-10-15,14.83,4447.69,0.04
2021-10-18,13.43,4463.72,0.05
2021-10-19,13.88,4497.34,0.06
2021-10-20,12.88,4524.42,0.06
2021-10-21,13.39,4532.24,0.06
2021-10-22,12.49,4546.12,0.05
2021-10-25,11.99,4553.69,0.07
2021-10-26,13.11,4578.69,0.06
2021-10-27,14.48,4580.22,0.06
2021-10-28,15.13,4562.84,0.06
2021-10-29,16.05,4572.87,0.06
2021-11-01,13.67,4610.62,0.05
2021-11-02,15.12,4613.34,0.05
2021-11-03,14.74,4630.65,0.05
2021-11-04,12.84,4662.93,0.05
2021-11-05,13.04,4699.26,0.05
2021-11-08,14.49,4701.48,0.04
2021-11-09,14.85,4707.25,0.04
2021-11-10,15.74,4670.26,0.06
2021-11-11,15.15,4659.39,0.06
2021-11-12,13.58,4655.24,0.05
2021-11-15,13.26,4689.3,0.06
2021-11-16,13.03,4679.42,0.06
2021-11-17,11.99,4701.5,0.06
2021-11-18,12.17,4700.72,0.12
2021-11-19,14.01,4708.44,0.11
2021-11-22,13.78,4712.0,0.07
2021-11-23,16.88,4678.48,0.06
2021-11-24,17.99,4675.78,0.14
2021-11-26,27.53,4664.63,0.11
2021-11-29,24.1,4628.75,0.07
2021-11-30,24.97,4640.25,0.11
2021-12-01,23.6,4602.82,0.09
2021-12-02,32.04,4504.73,0.05
2021-12-03,25.37,4589.49,0.04
2021-12-06,29.53,4548.37,0.05
2021-12-07,22.54,4631.97,0.05
2021-12-08,20.97,4690.86,0.04
2021-12-09,18.88,4691.0,0.03
2021-12-10,17.71,4687.64,0.03
2021-12-13,17.9,4710.3,0.01
2021-12-14,21.32,4642.99,0.02
2021-12-15,21.14,4636.46,0.03
2021-12-16,16.37,4719.13,0.04
2021-12-17,21.14,4652.5,0.03
2021-12-20,25.68,4587.9,0.03
2021-12-21,21.02,4594.96,0.03
2021-12-22,17.95,4650.36,0.03
2021-12-23,15.22,4703.96,0.04
2021-12-27,16.14,4733.99,0.04
2021-12-28,15.01,4795.49,0.03
2021-12-29,14.36,4788.64,0.01
2021-12-30,13.69,4794.23,0.06
2021-12-31,14.24,4775.21,0.06
2022-01-03,15.93,4778.14,0.05
2022-01-04,13.9,4804.51,0.06
2022-01-05,14.27,4787.99,0.05
2022-01-06,19.16,4693.39,0.04
2022-01-07,17.52,4697.66,0.05
2022-01-10,19.93,4655.34,0.05
2022-01-11,18.85,4669.14,0.04
2022-01-12,15.58,4728.59,0.04
2022-01-13,15.32,4733.56,0.05
2022-01-14,20.65,4637.99,0.05
2022-01-18,23.02,4632.24,0.05
2022-01-19,23.6,4588.03,0.05
2022-01-20,23.1,4547.35,0.05
2022-01-21,28.34,4471.38,0.05
2022-01-24,39.46,4356.32,0.05
2022-01-25,40.21,4366.64,0.05
2022-01-26,33.94,4408.43,0.06
2022-01-27,32.72,4380.58,0.04
2022-01-28,32.37,4336.19,0.04
2022-01-31,30.31,4431.79,0.03
2022-02-01,24.49,4519.57,0.04
2022-02-02,21.33,4566.39,0.04
2022-02-03,24.25,4535.41,0.03
2022-02-04,25.53,4482.79,0.05
2022-02-07,23.52,4505.75,0.03
2022-02-08,21.76,4480.02,0.03
2022-02-09,19.11,4547.0,0.04
2022-02-10,21.13,4553.24,0.05
2022-02-11,23.61,4506.27,0.03
2022-02-14,30.28,4412.61,0.03
2022-02-15,26.15,4429.28,0.02
2022-02-16,25.09,4455.75,0.03
2022-02-17,24.63,4456.06,0.06
2022-02-18,27.25,4384.57,0.03
2022-02-22,30.4,4332.74,0.03
2022-02-23,27.86,4324.93,0.02
2022-02-24,39.91,4155.77,0.05
2022-02-25,29.07,4298.38,0.03
2022-02-28,34.08,4354.17,0.06
2022-03-01,32.44,4363.14,0.11
2022-03-02,34.28,4322.56,0.13
2022-03-03,29.04,4401.31,0.19
2022-03-04,34.41,4342.12,0.15
2022-03-07,34.33,4327.01,0.17
2022-03-08,37.32,4202.66,0.16
2022-03-09,34.05,4223.1,0.18
2022-03-10,33.77,4252.55,0.19
2022-03-11,29.27,4279.5,0.17
2022-03-14,33.13,4202.75,0.23
2022-03-15,33.97,4188.82,0.22
2022-03-16,29.43,4288.14,0.24
2022-03-17,26.85,4345.11,0.2
2022-03-18,25.99,4407.34,0.19
2022-03-21,24.4,4462.4,0.22
2022-03-22,22.25,4469.1,0.2
2022-03-23,23.94,4493.1,0.15
2022-03-24,23.33,4469.98,0.16
2022-03-25,20.94,4522.91,0.17
2022-03-28,21.27,4541.09,0.19
2022-03-29,17.23,4602.86,0.18
2022-03-30,17.94,4624.2,0.16
2022-03-31,18.32,4599.02,0.17
2022-04-01,17.89,4540.32,0.15
2022-04-04,18.01,4547.97,0.18
2022-04-05,16.76,4572.45,0.18
2022-04-06,20.73,4494.17,0.21
2022-04-07,20.2,4474.65,0.21
2022-04-08,19.32,4494.15,0.2
2022-04-11,20.71,4462.64,0.22
2022-04-12,21.41,4437.59,0.21
2022-04-13,22.6,4394.3,0.26
2022-04-14,18.67,4449.12,0.37
2022-04-18,23.1,4385.63,0.38
2022-04-19,21.72,4390.63,0.37
2022-04-20,19.52,4472.26,0.35
2022-04-21,18.96,4489.17,0.5
2022-04-22,23.25,4385.83,0.46
2022-04-25,32.92,4255.34,0.4
2022-04-26,30.63,4278.14,0.38
2022-04-27,35.43,4186.52,0.37
2022-04-28,32.6,4222.58,0.37
2022-04-29,31.62,4253.75,0.37
2022-05-02,39.05,4130.61,0.41
2022-05-03,35.14,4159.78,0.48
2022-05-04,32.09,4181.18,0.49
2022-05-05,27.51,4270.43,0.49
2022-05-06,35.53,4128.17,0.48
2022-05-09,35.16,4081.27,0.51
2022-05-10,34.0,4035.18,0.57
2022-05-11,35.32,3990.08,0.59
2022-05-12,36.73,3903.95,0.61
2022-05-13,31.59,3963.9,0.67
2022-05-16,31.79,4013.02,0.64
2022-05-17,27.92,4052.0,0.61
2022-05-18,28.87,4051.98,0.56
2022-05-19,33.64,3899.0,0.65
2022-05-20,30.2,3927.76,0.63
2022-05-23,30.85,3919.42,0.55
2022-05-24,30.25,3942.94,0.55
2022-05-25,30.58,3929.59,0.58
2022-05-26,27.59,3984.6,0.71
2022-05-27,24.75,4077.43,0.69
2022-05-31,28.43,4151.09,0.73
2022-06-01,25.39,4149.78,0.77
2022-06-02,26.34,4095.41,0.85
2022-06-03,25.49,4137.57,0.87
2022-06-06,25.79,4134.72,0.88
2022-06-07,27.12,4096.47,0.87
2022-06-08,25.53,4147.12,0.89
2022-06-09,25.47,4101.65,1.05
2022-06-10,29.15,3974.39,1.1
2022-06-13,37.51,3838.15,1.13
2022-06-14,38.08,3763.52,1.19
2022-06-15,36.99,3764.05,1.21
2022-06-16,34.19,3728.18,1.19
2022-06-17,35.21,3665.9,1.15
2022-06-21,32.43,3715.31,1.08
2022-06-22,31.26,3733.89,0.98
2022-06-23,29.02,3774.71,1.12
2022-06-24,28.18,3821.75,1.19
2022-06-27,28.35,3920.76,1.16
2022-06-28,26.0,3913.0,1.12
2022-06-29,27.89,3825.09,1.12
2022-06-30,28.24,3785.99,1.28
2022-07-01,26.39,3781.0,1.27
2022-07-05,30.38,3792.61,1.33
2022-07-06,28.09,3831.98,1.36
2022-07-07,25.71,3858.85,1.55
2022-07-08,25.01,3888.26,1.57
2022-07-11,25.95,3880.94,1.58
2022-07-12,25.66,3851.95,1.63
2022-07-13,28.87,3779.67,1.78
2022-07-14,27.59,3763.99,1.99
2022-07-15,24.25,3818.0,1.98
2022-07-18,25.69,3883.79,1.96
2022-07-19,25.31,3860.73,1.93
2022-07-20,26.94,3935.32,1.92
2022-07-21,25.62,3955.47,2.15
2022-07-22,23.03,3998.43,2.15
2022-07-25,24.62,3965.72,2.14
2022-07-26,24.32,3953.22,2.17
2022-07-27,24.46,3951.43,2.14
2022-07-28,21.34,4026.13,2.2
2022-07-29,20.24,4087.33,2.22
2022-08-01,22.3,4112.38,2.22
2022-08-02,23.84,4104.21,2.22
2022-08-03,22.21,4107.96,2.2
2022-08-04,21.41,4154.85,2.19
2022-08-05,21.06,4115.87,2.21
2022-08-08,21.06,4155.93,2.23
2022-08-09,21.16,4133.11,2.23
2022-08-10,18.89,4181.02,2.24
2022-08-11,18.15,4227.4,2.24
2022-08-12,17.89,4225.02,2.23
2022-08-15,19.99,4269.37,2.27
2022-08-16,18.89,4290.46,2.26
2022-08-17,19.55,4280.4,2.22
2022-08-18,19.07,4273.13,2.23
2022-08-19,18.66,4266.31,2.23
2022-08-22,22.62,4195.08,2.27
2022-08-23,23.1,4133.09,2.28
2022-08-24,23.11,4126.55,2.29
2022-08-25,21.6,4153.26,2.42
2022-08-26,20.54,4198.74,2.39
2022-08-29,26.88,4034.58,2.45
2022-08-30,24.38,4041.25,2.43
2022-08-31,24.43,4000.67,2.4
2022-09-01,24.95,3936.73,2.53
2022-09-02,21.63,3994.66,2.49
2022-09-06,26.51,3930.89,2.44
2022-09-07,27.01,3909.43,2.3
2022-09-08,26.32,3959.94,2.57
2022-09-09,22.46,4022.94,2.57
2022-09-12,24.2,4083.67,2.62
2022-09-13,24.98,4037.12,2.55
2022-09-14,28.64,3940.73,2.54
2022-09-15,27.92,3932.41,2.76
2022-09-16,29.29,3880.95,2.68
2022-09-19,30.76,3849.91,2.62
2022-09-20,29.57,3875.23,2.57
2022-09-21,30.39,3871.4,2.59
2022-09-22,29.59,3782.36,2.73
2022-09-23,29.71,3727.14,2.67
2022-09-26,34.54,3682.72,2.73
2022-09-27,33.08,3686.44,2.71
2022-09-28,34.71,3651.94,2.63
2022-09-29,33.1,3687.01,2.78
2022-09-30,32.4,3633.48,2.79
2022-10-03,32.83,3609.78,2.87
2022-10-04,29.67,3726.46,2.91
2022-10-05,30.63,3753.25,2.89
2022-10-06,29.63,3771.97,3.05
2022-10-07,30.52,3706.74,3.03
2022-10-10,33.34,3647.51,3.03
2022-10-11,33.87,3595.86,3.07
2022-10-12,35.56,3590.83,3.07
2022-10-13,32.75,3520.37,3.35
2022-10-14,31.21,3690.41,3.3
2022-10-17,31.13,3638.65,3.3
2022-10-18,30.42,3746.26,3.25
2022-10-19,30.3,3703.11,3.31
2022-10-20,29.32,3689.05,3.58
2022-10-21,28.98,3657.1,3.55
2022-10-24,32.69,3762.01,3.57
2022-10-25,32.19,3799.44,3.56
2022-10-26,31.17,3825.97,3.54
2022-10-27,30.39,3834.69,3.76
2022-10-28,29.61,3808.26,3.75
2022-10-31,31.83,3881.85,3.73
2022-11-01,30.56,3901.79,3.72
2022-11-02,31.85,3852.9,3.7
2022-11-03,30.62,3733.25,3.75
2022-11-04,27.74,3766.98,3.73
2022-11-07,29.6,3780.71,3.78
2022-11-08,27.41,3817.02,3.66
2022-11-09,28.82,3810.94,3.65
2022-11-10,23.6,3859.89,3.71
2022-11-11,23.7,3963.72,3.71
2022-11-14,22.55,3977.97,3.72
2022-11-15,20.76,4006.41,3.77
2022-11-16,21.35,3976.82,3.81
2022-11-17,21.02,3919.26,3.93
2022-11-18,19.23,3966.39,3.93
2022-11-21,21.32,3956.23,3.97
2022-11-22,19.71,3965.51,3.97
2022-11-23,19.73,4000.3,4.12
2022-11-25,18.5,4023.34,4.16
2022-11-28,20.45,4005.36,4.11
2022-11-29,20.47,3964.19,4.08
2022-11-30,21.23,3957.18,4.07
2022-12-01,19.85,4087.14,4.04
2022-12-02,19.78,4040.17,3.91
2022-12-05,23.03,4052.02,3.93
2022-12-06,24.2,3996.63,3.87
2022-12-07,28.53,3933.28,3.79
2022-12-08,27.86,3947.79,3.75
2022-12-09,27.11,3954.17,3.81
2022-12-12,27.69,3939.29,3.86
2022-12-13,22.21,4069.38,3.89
2022-12-14,23.63,4015.54,3.91
2022-12-15,20.5,3958.37,3.95
2022-12-16,22.36,3890.91,3.94
2022-12-19,21.79,3853.79,3.95
2022-12-20,21.47,3810.47,3.89
2022-12-21,18.83,3839.49,3.9
2022-12-22,18.31,3853.26,3.8
2022-12-23,19.81,3815.11,3.8
2022-12-27,21.52,3843.34,3.87
2022-12-28,20.38,3829.56,3.86
2022-12-29,21.28,3805.45,4.04
2022-12-30,21.75,3829.06,4.12
2023-01-03,25.82,3853.29,4.17
2023-01-04,25.45,3840.36,4.2
2023-01-05,24.89,3839.74,4.3
2023-01-06,23.89,3823.37,4.32
2023-01-09,23.09,3910.82,4.37
2023-01-10,23.55,3888.57,4.41
2023-01-11,22.15,3932.35,4.42
2023-01-12,18.95,3977.57,4.57
2023-01-13,16.86,3960.6,4.58
2023-01-17,18.05,3999.28,4.6
2023-01-18,16.32,4002.25,4.59
2023-01-19,19.2,3911.84,4.69
2023-01-20,19.02,3909.04,4.69
2023-01-23,21.67,3978.14,4.69
2023-01-24,22.34,4001.74,4.7
2023-01-25,23.35,3982.71,4.67
2023-01-26,21.95,4036.08,4.61
2023-01-27,20.99,4053.72,4.61
2023-01-30,22.13,4049.27,4.6
2023-01-31,22.95,4020.85,4.58
2023-02-01,22.38,4070.07,4.59
2023-02-02,18.31,4158.68,4.62
2023-02-03,18.2,4136.69,4.61
2023-02-06,20.87,4119.57,4.61
2023-02-07,21.72,4105.35,4.62
2023-02-08,20.4,4153.47,4.64
2023-02-09,20.6,4144.25,4.66
2023-02-10,23.21,4068.92,4.66
2023-02-13,23.03,4096.62,4.66
2023-02-14,19.76,4126.7,4.63
2023-02-15,18.03,4119.5,4.64
2023-02-16,18.06,4114.75,4.66
2023-02-17,19.41,4077.39,4.64
2023-02-21,20.97,4052.35,4.63
2023-02-22,21.57,4001.83,4.62
2023-02-23,18.72,4018.6,4.66
2023-02-24,19.9,3973.24,4.68
2023-02-27,20.28,3992.36,4.67
2023-02-28,19.92,3977.19,4.65
2023-03-01,20.04,3963.34,4.67
2023-03-02,20.37,3938.68,4.75
2023-03-03,19.13,3998.02,4.75
2023-03-06,20.03,4055.15,4.75
2023-03-07,20.44,4048.26,4.8
2023-03-08,21.72,3987.55,4.77
2023-03-09,21.14,3998.66,4.83
2023-03-10,25.37,3912.77,4.81
2023-03-13,36.06,3835.12,4.62
2023-03-14,27.12,3894.01,4.47
2023-03-15,30.12,3876.74,4.23
2023-03-16,30.76,3878.93,4.22
2023-03-17,25.39,3958.69,4.31
2023-03-20,28.92,3917.47,4.34
2023-03-21,24.19,3975.89,4.07
2023-03-22,23.12,4002.04,4.16
2023-03-23,20.89,3959.21,4.26
2023-03-24,24.31,3939.21,4.28
2023-03-27,20.81,3982.93,4.22
2023-03-28,20.05,3974.13,4.24
2023-03-29,17.69,3999.53,4.34
2023-03-30,17.44,4046.74,4.74
2023-03-31,17.31,4056.18,4.74
2023-04-03,18.89,4102.2,4.7
2023-04-04,17.52,4128.03,4.66
2023-04-05,18.32,4094.5,4.62
2023-04-06,17.99,4081.15,4.57
2023-04-10,18.35,4085.2,4.53
2023-04-11,17.02,4110.29,4.27
2023-04-12,15.99,4121.72,4.27
2023-04-13,15.35,4100.04,4.08
2023-04-14,14.81,4140.11,4.29
2023-04-17,15.45,4137.17,4.09
2023-04-18,14.72,4164.26,3.89
2023-04-19,15.2,4139.33,3.95
2023-04-20,15.7,4130.48,3.4
2023-04-21,15.8,4132.14,3.36
2023-04-24,17.34,4132.07,3.54
2023-04-25,17.99,4126.43,4.11
2023-04-26,19.37,4087.78,3.91
2023-04-27,18.32,4075.29,4.27
2023-04-28,16.71,4129.63,4.35
2023-05-01,17.0,4166.79,4.49
2023-05-02,16.88,4164.1,4.56
2023-05-03,19.11,4122.25,4.7
2023-05-04,19.54,4082.55,5.76
2023-05-05,17.34,4084.73,5.59
2023-05-08,16.74,4136.98,5.51
2023-05-09,16.39,4124.25,5.56
2023-05-10,14.81,4143.74,5.5
2023-05-11,15.97,4132.24,5.81
2023-05-12,14.18,4138.54,5.79
2023-05-15,15.76,4126.65,5.64
2023-05-16,15.27,4127.95,5.58
2023-05-17,15.07,4122.85,5.5
2023-05-18,15.08,4157.68,5.59
2023-05-19,14.36,4204.15,5.62
2023-05-22,15.89,4190.78,5.69
2023-05-23,16.91,4176.8,5.67
2023-05-24,19.4,4132.96,5.73
2023-05-25,19.0,4155.71,5.95
2023-05-26,18.33,4156.16,6.02
2023-05-30,16.95,4226.71,5.31
2023-05-31,17.22,4190.74,5.28
2023-06-01,16.22,4183.03,5.3
2023-06-02,13.91,4241.01,5.28
2023-06-05,15.01,4282.99,5.25
2023-06-06,14.65,4271.34,5.15
2023-06-07,14.07,4285.47,5.07
2023-06-08,14.08,4268.69,5.25
2023-06-09,13.46,4304.88,5.25
2023-06-12,14.78,4308.32,5.24
2023-06-13,14.57,4352.61,5.19
2023-06-14,14.64,4366.29,5.18
2023-06-15,13.02,4365.33,5.18
2023-06-16,13.78,4440.95,5.18
2023-06-20,14.04,4396.11,5.17
2023-06-21,13.06,4380.01,5.16
2023-06-22,12.71,4355.4,5.18
2023-06-23,12.13,4354.17,5.17
2023-06-26,13.22,4344.84,5.17
2023-06-27,12.71,4337.36,5.17
2023-06-28,12.09,4367.48,5.17
2023-06-29,12.16,4374.94,5.25
2023-06-30,11.71,4422.44,5.24
2023-07-03,12.8,4450.48,5.27
2023-07-05,13.42,4442.04,5.28
2023-07-06,14.48,4422.62,5.32
2023-07-07,13.92,4404.54,5.32
2023-07-10,14.3,4394.23,5.34
2023-07-11,13.36,4415.55,5.35
2023-07-12,12.59,4467.69,5.36
2023-07-13,11.83,4491.5,5.37
2023-07-14,12.42,4514.61,5.37
2023-07-17,13.92,4508.86,5.37
2023-07-18,13.56,4521.78,5.37
2023-07-19,13.33,4563.87,5.37
2023-07-20,13.83,4554.38,5.44
2023-07-21,13.42,4550.16,5.43
2023-07-24,14.0,4543.39,5.44
2023-07-25,13.83,4555.19,5.46
2023-07-26,13.72,4558.96,5.46
2023-07-27,11.62,4598.26,5.47
2023-07-28,12.14,4565.75,5.47
2023-07-31,13.04,4584.82,5.48
2023-08-01,13.3,4578.83,5.49
2023-08-02,14.86,4550.93,5.48
2023-08-03,16.48,4494.27,5.54
2023-08-04,14.13,4513.96,5.54
2023-08-07,16.0,4491.58,5.54
2023-08-08,16.03,4498.03,5.54
2023-08-09,14.88,4501.57,5.51
2023-08-10,14.43,4487.16,5.55
2023-08-11,15.91,4450.69,5.54
2023-08-14,16.25,4458.13,5.55
2023-08-15,15.38,4478.87,5.53
2023-08-16,16.48,4433.79,5.52
2023-08-17,16.29,4416.32,5.55
2023-08-18,18.26,4344.88,5.53
2023-08-21,17.95,4380.28,5.55
2023-08-22,16.63,4415.33,5.54
2023-08-23,16.25,4396.44,5.54
2023-08-24,14.88,4455.16,5.55
2023-08-25,15.98,4389.38,5.56
2023-08-28,14.79,4426.03,5.56
2023-08-29,13.62,4432.75,5.54
2023-08-30,13.33,4500.34,5.55
2023-08-31,12.44,4517.01,5.52
2023-09-01,11.66,4530.6,5.51
2023-09-05,13.44,4510.06,5.51
2023-09-06,13.24,4490.35,5.52
2023-09-07,14.84,4434.55,5.52
2023-09-08,13.35,4451.3,5.52
2023-09-11,13.83,4480.98,5.52
2023-09-12,13.91,4473.27,5.52
2023-09-13,13.62,4462.65,5.53
2023-09-14,12.61,4487.78,5.52
2023-09-15,12.22,4497.98,5.51
2023-09-18,14.72,4445.13,5.53
2023-09-19,14.34,4445.41,5.53
2023-09-20,14.41,4452.81,5.53
2023-09-21,16.3,4374.36,5.52
2023-09-22,17.74,4341.74,5.52
2023-09-25,19.52,4310.62,5.54
2023-09-26,18.79,4312.88,5.54
2023-09-27,19.04,4282.63,5.54
2023-09-28,20.1,4269.65,5.56
2023-09-29,16.18,4328.18,5.55
2023-10-02,19.07,4284.52,5.56
2023-10-03,19.06,4269.75,5.55
2023-10-04,19.89,4233.83,5.56
2023-10-05,18.38,4259.31,5.57
2023-10-06,19.18,4234.79,5.59
2023-10-09,18.81,4289.02,5.59
2023-10-10,17.59,4339.75,5.6
2023-10-11,16.22,4366.59,5.58
2023-10-12,15.0,4380.94,5.61
2023-10-13,16.22,4360.49,5.6
2023-10-16,18.71,4342.37,5.57
2023-10-17,18.37,4345.23,5.58
2023-10-18,18.5,4357.35,5.57
2023-10-19,19.19,4321.36,5.58
2023-10-20,21.11,4273.85,5.56
2023-10-23,22.69,4210.4,5.57
2023-10-24,20.16,4235.79,5.57
2023-10-25,19.59,4232.42,5.56
2023-10-26,21.72,4175.99,5.57
2023-10-27,20.45,4152.93,5.57
2023-10-30,21.64,4139.39,5.56
2023-10-31,20.5,4171.33,5.56
2023-11-01,18.81,4201.27,5.56
2023-11-02,16.29,4268.26,5.52
2023-11-03,14.87,4334.23,5.53
2023-11-06,15.31,4364.27,5.53
2023-11-07,14.68,4366.21,5.53
2023-11-08,14.42,4384.37,5.52
2023-11-09,13.73,4391.41,5.53
2023-11-10,14.07,4364.15,5.53
2023-11-13,14.37,4406.66,5.53
2023-11-14,12.72,4458.97,5.52
2023-11-15,12.76,4505.3,5.52
2023-11-16,11.9,4497.08,5.53
2023-11-17,11.86,4509.55,5.52
2023-11-20,12.39,4511.7,5.53
2023-11-21,11.63,4538.77,5.52
2023-11-22,10.82,4553.04,5.54
2023-11-24,11.2,4555.84,5.55
2023-11-27,11.91,4554.86,5.54
2023-11-28,11.7,4545.55,5.53
2023-11-29,11.77,4571.84,5.53
2023-11-30,12.75,4554.87,5.56
2023-12-01,12.53,4559.43,5.55
2023-12-04,14.25,4564.37,5.55
2023-12-05,14.02,4557.25,5.54
2023-12-06,13.68,4586.23,5.54
2023-12-07,13.8,4568.84,5.53
2023-12-08,13.06,4576.2,5.54
2023-12-11,13.37,4593.39,5.55
2023-12-12,12.37,4618.3,5.53
2023-12-13,12.06,4646.2,5.52
2023-12-14,11.89,4721.04,5.54
2023-12-15,11.44,4714.23,5.54
2023-12-18,11.83,4725.58,5.52
2023-12-19,11.38,4743.72,5.51
2023-12-20,11.2,4764.73,5.5
2023-12-21,12.97,4724.29,5.54
2023-12-22,12.99,4753.92,5.54
2023-12-26,13.62,4758.86,5.53
2023-12-27,12.56,4773.45,5.55
2023-12-28,11.51,4786.44,5.57
2023-12-29,11.57,4782.88,5.6
2024-01-02,13.71,4745.2,5.55
2024-01-03,13.26,4725.07,5.54
2024-01-04,13.57,4697.42,5.56
2024-01-05,12.52,4690.57,5.54
2024-01-08,12.91,4703.7,5.54
2024-01-09,12.03,4741.93,5.53
2024-01-10,11.41,4759.94,5.53
2024-01-11,10.88,4792.13,5.54
2024-01-12,10.99,4791.18,5.55
2024-01-16,13.1,4772.35,5.54
2024-01-17,14.11,4739.13,5.54
2024-01-18,13.3,4760.1,5.53
2024-01-19,12.59,4796.28,5.54
2024-01-22,13.72,4853.42,5.53
2024-01-23,13.58,4856.8,5.53
2024-01-24,12.81,4888.56,5.52
2024-01-25,13.45,4886.66,5.54
2024-01-26,13.88,4888.91,5.54
2024-01-29,14.64,4892.95,5.53
2024-01-30,14.07,4925.89,5.53
2024-01-31,13.54,4899.19,5.53
2024-02-01,14.32,4861.11,5.49
2024-02-02,13.56,4916.06,5.49
2024-02-05,14.1,4957.19,5.49
2024-02-06,13.18,4950.16,5.48
2024-02-07,12.38,4973.05,5.47
2024-02-08,12.34,4995.16,5.49
2024-02-09,11.96,5004.17,5.49
2024-02-12,12.61,5026.83,5.49
2024-02-13,14.05,4967.94,5.48
2024-02-14,13.68,4976.44,5.48
2024-02-15,13.0,5003.14,5.49
2024-02-16,13.07,5031.13,5.48
2024-02-20,14.65,4989.32,5.49
2024-02-21,15.44,4963.03,5.5
2024-02-22,13.18,5038.83,5.49
2024-02-23,12.76,5100.92,5.49
2024-02-26,13.47,5093.0,5.5
2024-02-27,13.34,5074.6,5.5
2024-02-28,13.36,5067.2,5.5
2024-02-29,13.03,5085.36,5.53
2024-03-01,12.55,5098.51,5.54
2024-03-04,13.46,5130.99,5.51
2024-03-05,13.9,5110.52,5.5
2024-03-06,14.33,5108.03,5.5
2024-03-07,14.83,5132.38,5.51
2024-03-08,14.21,5164.46,5.51
2024-03-11,16.89,5111.96,5.5
2024-03-12,14.96,5134.3,5.52
2024-03-13,14.21,5173.49,5.52
2024-03-14,13.82,5175.14,5.52
2024-03-15,15.3,5123.31,5.52
2024-03-18,15.11,5154.77,5.52
2024-03-19,14.73,5139.09,5.52
2024-03-20,14.24,5181.69,5.5
2024-03-21,11.08,5253.43,5.51
2024-03-22,11.45,5242.48,5.51
2024-03-25,12.14,5219.52,5.51
